"ASV_ID"	"Taxon"	"Confidence"	"Taxon_Lv1"	"Taxon_Lv2"	"Taxon_Lv3"	"Taxon_Lv4"	"Taxon_Lv5"	"Taxon_Lv45"	"Ave_EPI_CA"	"Max_EPI_CA"	"Ave_MES_CA"	"Max_MES_CA"	"Ave_EPI_CF"	"Max_EPI_CF"	"Ave_MES_CF"	"Max_MES_CF"	"MPI"	"Levin_EPI"	"Levin_MES"	"logFC_EPI"	"logCPM_EPI"	"EPI"	"logFC_MES"	"logCPM_MES"	"MES"	"logFC_EEI"	"logCPM_EEI"	"EEI"	"Intersection"
"d1dc76935160cb39e2fd1636d6358288"	"Eukaryota"	0.996975329	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0.0146842878120411	0.146842878120411	0	0	2.77726253960893	27.7726253960893	0.00463714351959193	0.0115928587989798	-1	NA	NA	8.56058754	13.8671135	"nonDEG"	5.103888693	13.8671135	"nonDEG"	4.517833273	13.8671135	"nonDEG"	"No"
"37331649317a9144003e9efaf306ba59"	"Eukaryota"	0.997410342	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0.190383207224799	1.90383207224799	0	0	1.80887240126749	17.8684596954942	0.0162300023185718	0.0811500115928588	-1	NA	NA	4.569360914	13.25990498	"nonDEG"	6.819464346	13.25990498	"nonDEG"	7.830604164	13.25990498	"nonDEG"	"No"
"872852014f92c0d2467698b2cc5e1971"	"Eukaryota"	0.987873903	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	1.47615735373676	2.61225751603679	0	0	0.0247314321044903	0.0734214390602056	1	NA	0.104202355499052	0	11.04177197	"nonDEG"	-3.085613707	11.04177197	"nonDEG"	-11.04733676	11.04177197	"Down"	"No"
"81e7fa050a8dbc13b38b92bf202fec21"	"Eukaryota"	0.988110434	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	1.22884303269186	3.4121647731664	0	0	0	0	1	NA	0.059740636510509	0	10.70632077	"nonDEG"	-10.85592161	10.70632077	"Down"	-10.85592161	10.70632077	"Down"	"No"
"0b2a3c601bd0207b2f0f8c8aa0189d85"	"Eukaryota"	0.982129734	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0.0602828657546951	0.602828657546951	0.188577169796739	0.374835767833681	0.0258907179843883	0.166164309452044	0.0347785763969395	0.0656928665275524	0.515527950310559	NA	0.0859540310802008	0.13104024	9.806836453	"nonDEG"	0.28988807	9.806836453	"nonDEG"	-1.458790368	9.806836453	"nonDEG"	"No"
"75806ca8aa1eccd6f4489b1d1b4bd729"	"Eukaryota"	0.979654411	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0.260452894350413	0.486900069557153	0	0	0.0386428626632661	0.088878584125512	1	NA	0.0917273162703189	0	9.527013348	"nonDEG"	-0.869900423	9.527013348	"nonDEG"	-8.962519029	9.527013348	"Down"	"No"
"d0d4c65cfe90b36408235b22226a337a"	"Eukaryota"	0.985765619	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0.160754308679187	0.43280006182858	0	0	0	0	1	NA	0.0581679722801622	0	8.225302272	"nonDEG"	-7.973701217	8.225302272	"Down"	-7.973701217	8.225302272	"Down"	"No"
"52e71a0399b13181be07fa52c19ae4bf"	"Eukaryota"	0.999735047	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0.0309142901306129	0.154571450653064	0.00463714351959193	0.0231857175979597	0.0301414328773476	0.112064301723472	0.00386428626632661	0.019321431331633	-0.739130434782609	0.0651963990904277	NA	1.040348957	8.449755871	"nonDEG"	1.646087403	8.449755871	"nonDEG"	2.922560505	8.449755871	"nonDEG"	"No"
"786466fb3d23be21131d1445dbda0843"	"Eukaryota"	0.985498473	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0.200170028595718	0.401885771697967	0	0	0	0	1	NA	0.0838423695717746	0	8.287502918	"nonDEG"	-8.055385276	8.287502918	"Down"	-8.055385276	8.287502918	"Down"	"No"
"48e6822008ce72901eacb44de0b5363b"	"Eukaryota"	0.984123355	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0.127521446788778	0.23958574851225	0	0	0	0	1	NA	0.0869809628760468	0	7.846184008	"nonDEG"	-7.41294301	7.846184008	"Down"	-7.41294301	7.846184008	"Down"	"No"
"85c63c9f9edf46363a357625b47a30e2"	"Eukaryota"	0.993912708	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0.14375144910735	0.699435814205116	0	0	0.0115928587989798	0.0347785763969395	1	NA	0.00190367208880157	0	8.373267879	"nonDEG"	-0.869839546	8.373267879	"nonDEG"	-7.58302643	8.373267879	"Down"	"No"
"0f64f44600b288bdc48a82b12ec281f1"	"Eukaryota"	0.99663302	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0.00927428703918386	0.0927428703918386	0	0	0.0734214390602056	0.664657237808177	0.0162300023185718	0.0811500115928588	-1	NA	NA	3.453343295	8.880021785	"nonDEG"	6.235319173	8.880021785	"nonDEG"	4.00809199	8.880021785	"nonDEG"	"No"
"a3803b3c27015ec36c01f9a638427790"	"Eukaryota"	0.986695295	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0.0950614421516346	0.266635752376536	0	0	0.00077285725326532	0.00386428626632661	1	NA	0.0551084581356926	0	7.761847447	"nonDEG"	-4.189698287	7.761847447	"nonDEG"	-7.206081604	7.761847447	"Down"	"No"
"bd485c6966f19adf8444bbca38528fb5"	"Eukaryota"	0.987088398	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0	0	0.0711028673004096	0.274364324909189	0	0	0.0069557152793879	0.019321431331633	1	NA	0.018757312332524	0	7.579186925	"nonDEG"	-1.104917516	7.579186925	"nonDEG"	-6.469766172	7.579186925	"Down"	"No"
"120bc7a5231b521e2a3fc8408077dcca"	"Eukaryota"	0.988906646	"Eukaryota"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified"	"Unclassified;Unclassified"	0.0119792874256125	0.119792874256125	0.0231857175979597	0.115928587989798	0.00656928665275524	0.0541000077285725	0	0	0.318681318681319	NA	NA	0.499675204	7.538281208	"nonDEG"	-4.996844131	7.538281208	"nonDEG"	-0.721714171	7.538281208	"nonDEG"	"No"
"b1ca40128df4b6c994a62b19907c56a2"	"Eukaryota;Amoebozoa;Tubulinea;Tubulinea_X;Elardia;Euamoebida;Vermamoebidae"	0.99796494	"Eukaryota"	"Amoebozoa"	"Tubulinea"	"Tubulinea_X"	"Elardia"	"Tubulinea_X;Elardia"	0	0	0.00077285725326532	0.00386428626632661	0.0208671458381637	0.119792874256125	0.0857871551124507	0.285957183708169	1	NA	NA	6.071256348	9.240163843	"Up"	7.766785903	9.240163843	"Up"	-1.163316899	9.240163843	"nonDEG"	"No"
"9cfacfaab12061b7209a3bf671f1679a"	"Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus_clade_B;"	0.972815502	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Chlorophyta_X"	"Mamiellophyceae"	"Chlorophyta_X;Mamiellophyceae"	0.266249323749903	0.66079295154185	0	0	0.11322358760337	0.258907179843883	0.0100471442924492	0.0502357214622459	-1	0.192624854625504	NA	-0.493598405	10.37308414	"nonDEG"	6.207276699	10.37308414	"Up"	8.659924426	10.37308414	"Up"	"Yes"
"2811805f145347b1a13c9f81947e43cb"	"Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_commoda_A1;"	0.775921195	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Chlorophyta_X"	"Mamiellophyceae"	"Chlorophyta_X;Mamiellophyceae"	0.435527746150744	0.846278692325527	0	0	0.221810031687147	0.459850065692867	0.0069557152793879	0.019321431331633	-1	0.233849758264079	NA	-0.299799269	11.06514295	"nonDEG"	5.443500287	11.06514295	"Up"	9.353443465	11.06514295	"Up"	"Yes"
"573e7edc95c4a327a298c6afebfd285d"	"Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas"	0.998535394	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Chlorophyta_X"	"Pyramimonadophyceae"	"Chlorophyta_X;Pyramimonadophyceae"	0.201329314475616	0.374835767833681	0.00618285802612257	0.0309142901306129	0.00850142978591854	0.0425071489295927	0.0324600046371435	0.127521446788778	-0.940409683426443	0.202834613726832	NA	-3.566481927	9.717951662	"nonDEG"	3.639202086	9.717951662	"nonDEG"	4.122308563	9.717951662	"Up"	"No"
"abe8ba16c73963f5290585217ae0af6f"	"Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas;Pyramimonas_australis;"	0.999617275	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Chlorophyta_X"	"Pyramimonadophyceae"	"Chlorophyta_X;Pyramimonadophyceae"	0.0282092897441843	0.100471442924492	0	0	0.00154571450653064	0.0154571450653064	0.00309142901306129	0.0154571450653064	-1	0.0948336528428256	NA	-3.267673022	7.448291297	"nonDEG"	3.987095383	7.448291297	"nonDEG"	5.450557774	7.448291297	"Up"	"No"
"407e9c68a0d738c45fdc2861aeeb7439"	"Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Trebouxiophyceae;Chlorellales;Chlorellales_X;Picochlorum;Picochlorum_sp.;"	0.975929629	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Chlorophyta_X"	"Trebouxiophyceae"	"Chlorophyta_X;Trebouxiophyceae"	0.00231857175979597	0.0231857175979597	0.0224128603446943	0.0463714351959193	0	0	0	0	0.8125	NA	0.0644933505943274	-2.250332835	6.994120619	"nonDEG"	-5.502441298	6.994120619	"nonDEG"	-3.252108463	6.994120619	"nonDEG"	"No"
"81b34373051145cf2bb0b7314219b9a0"	"Eukaryota;Archaeplastida;Picozoa;Picozoa_X;Picozoa_XX;Picozoa_XXX;Picozoa_XXXX;Picozoa_XXXXX;Picozoa_XXXXX_sp.;"	0.999987375	"Eukaryota"	"Archaeplastida"	"Picozoa"	"Picozoa_X"	"Picozoa_XX"	"Picozoa_X;Picozoa_XX"	0.254494800643858	1.19406445629492	1.76752453821779	3.40057191436742	0.277842182548883	0.958342994048999	0.167710023958575	0.367107195301028	0.748276590878569	0.094377462444025	0.103779791792347	1.202859383	12.40466406	"nonDEG"	-1.038610032	12.40466406	"nonDEG"	-2.694924814	12.40466406	"Down"	"No"
"0ccdf43b821e334db0324a1f9bda9bda"	"Eukaryota;Archaeplastida;Picozoa;Picozoa_X;Picozoa_XX;Picozoa_XXX;Picozoa_XXXX;Picozoa_XXXXX;Picozoa_XXXXX_sp.;"	0.999384417	"Eukaryota"	"Archaeplastida"	"Picozoa"	"Picozoa_X"	"Picozoa_XX"	"Picozoa_X;Picozoa_XX"	0.249796537829646	0.409614344230621	0	0	0.331555761650823	0.564185794883685	0.0293685756240822	0.112064301723472	-1	0.241074117017117	NA	1.133937992	11.15442441	"nonDEG"	7.302147305	11.15442441	"Up"	8.565125063	11.15442441	"Up"	"Yes"
"a40a151bb1079e98a3d27b82c4645961"	"Eukaryota;Archaeplastida;Picozoa;Picozoa_X;Picozoa_XX;Picozoa_XXX;Picozoa_XXXX;Picozoa_XXXXX;Picozoa_XXXXX_sp.;"	0.997603896	"Eukaryota"	"Archaeplastida"	"Picozoa"	"Picozoa_X"	"Picozoa_XX"	"Picozoa_X;Picozoa_XX"	0.245851419409786	0.459850065692867	0	0	0.212922173274596	0.301414328773476	0.00463714351959193	0.0231857175979597	-1	0.249597233102266	NA	0.551727609	10.70162368	"nonDEG"	5.114076789	10.70162368	"Up"	8.527305212	10.70162368	"Up"	"Yes"
"1951c2a637f449bafe47f3aaeba39857"	"Eukaryota;Archaeplastida;Picozoa;Picozoa_X;Picozoa_XX;Picozoa_XXX;Picozoa_XXXX;Picozoa_XXXXX;Picozoa_XXXXX_sp.;"	0.984802644	"Eukaryota"	"Archaeplastida"	"Picozoa"	"Picozoa_X"	"Picozoa_XX"	"Picozoa_X;Picozoa_XX"	0.120383363984471	0.274364324909189	0	0	0.250792178684597	0.575778653682665	0.00077285725326532	0.00386428626632661	-1	0.210690238816582	NA	1.772572497	10.50131526	"nonDEG"	2.522037612	10.50131526	"nonDEG"	7.498730661	10.50131526	"Up"	"No"
"72f2a2fa70b47dc97ac7d59bee628d80"	"Eukaryota;Archaeplastida;Picozoa;Picozoa_X;Picozoa_XX;Picozoa_XXX;Picozoa_XXXX;Picozoa_XXXXX;Picozoa_XXXXX_sp.;"	0.999999938	"Eukaryota"	"Archaeplastida"	"Picozoa"	"Picozoa_X"	"Picozoa_XX"	"Picozoa_X;Picozoa_XX"	0.0830417386492557	0.135250019321431	0.0363242909034701	0.0772857253265322	0.0954478707782672	0.189350027050004	0.00850142978591854	0.0231857175979597	-0.391379757882872	0.241183037083379	0.0650890241153933	0.916982711	9.66636076	"nonDEG"	-0.477195142	9.66636076	"nonDEG"	0.805087879	9.66636076	"nonDEG"	"No"
"27b19970edcc44cc301b3fe49b4a0dc8"	"Eukaryota;Archaeplastida;Picozoa;Picozoa_X;Picozoa_XX;Picozoa_XXX;Picozoa_XXXX;Picozoa_XXXXX;Picozoa_XXXXX_sp.;"	0.999999896	"Eukaryota"	"Archaeplastida"	"Picozoa"	"Picozoa_X"	"Picozoa_XX"	"Picozoa_X;Picozoa_XX"	0.120159590023845	0.220264317180617	0.04791714970245	0.131385733055105	0.141819305974187	0.297550042507149	0.021640003091429	0.0811500115928588	-0.429818191613178	0.259878835753008	0.0484657546070519	0.988115445	10.19582906	"nonDEG"	1.247839298	10.19582906	"nonDEG"	1.622916275	10.19582906	"nonDEG"	"No"
"08c829aab2c8d3561fbea46a5593a392"	"Eukaryota;Archaeplastida;Picozoa;Picozoa_X;Picozoa_XX;Picozoa_XXX;Picozoa_XXXX;Picozoa_XXXXX;Picozoa_XXXXX_sp.;"	0.988693563	"Eukaryota"	"Archaeplastida"	"Picozoa"	"Picozoa_X"	"Picozoa_XX"	"Picozoa_X;Picozoa_XX"	0.0069557152793879	0.069557152793879	0	0	0.00811500115928588	0.0579642939948991	0.00309142901306129	0.0154571450653064	-1	NA	NA	0.848014861	7.225192609	"nonDEG"	3.951567093	7.225192609	"nonDEG"	3.614477795	7.225192609	"nonDEG"	"No"
"1814372b292348ec9fcb3d8bec074eba"	"Eukaryota;Archaeplastida;Picozoa;Picozoa_X;Picozoa_XX;Picozoa_XXX;Picozoa_XXXX;Picozoa_XXXXX;Picozoa_XXXXX_sp.;"	0.99999988	"Eukaryota"	"Archaeplastida"	"Picozoa"	"Picozoa_X"	"Picozoa_XX"	"Picozoa_X;Picozoa_XX"	0	0	0.021640003091429	0.0618285802612257	0	0	0.00927428703918386	0.0347785763969395	1	NA	0.0331034482758621	0	7.446853603	"nonDEG"	0.530143508	7.446853603	"nonDEG"	-5.548480138	7.446853603	"Down"	"No"
"6881b3a89a8f08585a6450fc3d6dade4"	"Eukaryota;Archaeplastida;Picozoa;Picozoa_X;Picozoa_XX;Picozoa_XXX;Picozoa_XXXX;Picozoa_XXXXX;Picozoa_XXXXX_sp.;"	0.98174506	"Eukaryota"	"Archaeplastida"	"Picozoa"	"Picozoa_X"	"Picozoa_XX"	"Picozoa_X;Picozoa_XX"	0.00347785763969395	0.0347785763969395	0	0	0.0100471442924492	0.0811500115928588	0.00077285725326532	0.00386428626632661	-1	NA	NA	1.991639915	7.086182745	"nonDEG"	2.282439928	7.086182745	"nonDEG"	2.663123095	7.086182745	"nonDEG"	"No"
"dca2759bf8453d506a387cdbb98b064a"	"Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Cryptomonadales_X"	0.999970761	"Eukaryota"	"Cryptista"	"Cryptophyta"	"Cryptophyta_X"	"Cryptophyceae"	"Cryptophyta_X;Cryptophyceae"	0.153412164773166	0.517814359687766	0	0	0.00309142901306129	0.0309142901306129	0.00850142978591854	0.0425071489295927	-1	0.110681190829036	NA	-4.839580501	9.101391614	"nonDEG"	5.966541628	9.101391614	"nonDEG"	7.876762734	9.101391614	"Up"	"No"
"8b45810df5e5a28e6aabd17ec10551c4"	"Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Cryptomonadales_XX;Cryptomonadales_XX_sp.;"	0.812101643	"Eukaryota"	"Cryptista"	"Cryptophyta"	"Cryptophyta_X"	"Cryptophyceae"	"Cryptophyta_X;Cryptophyceae"	0.0567645920382347	0.247314321044903	0	0	0.00309142901306129	0.0115928587989798	0.00077285725326532	0.00386428626632661	-1	0.109098462816784	NA	-3.178626268	7.962264971	"Down"	2.705731271	7.962264971	"nonDEG"	6.422348837	7.962264971	"Up"	"No"
